#airframe_info, log_version="1.00", airframe_name="Cirrus SR22 Turbo (3600 GW)", unit_software_part_number="006-B0319-DE", unit_software_version="15.24", system_software_part_number="006-B0764-37", system_id="256EB5967", mode=NORMAL, 
#yyy-mm-dd, hh:mm:ss,   hh:mm,  ident,      degrees,      degrees, ft Baro,  inch,  ft msl, deg C,     kt,     kt,     fpm,    deg,    deg,      G,      G,   deg,   deg, volts, volts,  amps,   gals,   gals,      gph,   deg F,     psi,     Hg,    rpm,       %,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,  ft wgs,  kt, enum,    deg,    MHz,    MHz,     MHz,     MHz,    fsd,    fsd,     kt,   deg,     nm,    deg,    deg,   bool,  enum,   enum,   deg,   deg,   fpm,   enum,   mt,    mt,     mt,    mt,     mt
  Lcl Date, Lcl Time, UTCOfst, AtvWpt,     Latitude,    Longitude,    AltB, BaroA,  AltMSL,   OAT,    IAS, GndSpd,    VSpd,  Pitch,   Roll,  LatAc, NormAc,   HDG,   TRK, volt1, volt2,  amp1,  FQtyL,  FQtyR, E1 FFlow, E1 OilT, E1 OilP, E1 MAP, E1 RPM, E1 %Pwr, E1 CHT1, E1 CHT2, E1 CHT3, E1 CHT4, E1 CHT5, E1 CHT6, E1 EGT1, E1 EGT2, E1 EGT3, E1 EGT4, E1 EGT5, E1 EGT6, E1 TIT1, E1 TIT2,  AltGPS, TAS, HSIS,    CRS,   NAV1,   NAV2,    COM1,    COM2,   HCDI,   VCDI, WndSpd, WndDr, WptDst, WptBrg, MagVar, AfcsOn, RollM, PitchM, RollC, PichC, VSpdG, GPSfix,  HAL,   VAL, HPLwas, HPLfd, VPLwas
2022-08-25, 14:27:28,  +00:00,       ,             ,             ,  1465.0, 30.00,        ,  31.5,   0.00,       ,    0.70,       ,       ,       ,       ,      ,      ,  25.6,  24.9, -10.3,       ,       ,     0.00,  134.30,   -0.07,  28.70,    0.0,    0.00,  138.48,  127.79,  134.05,  124.51,  129.32,  118.50,  128.24,  117.66,  124.01,  112.63,  119.81,  109.84,  126.33,  128.58,        ,   0,  GPS,  249.0, 108.40, 108.40, 119.625, 121.500,       ,       ,       ,      ,       ,       ,    3.1,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-08-25, 14:27:29,  +00:00,       ,             ,             ,  1465.0, 30.00,        ,  31.5,   0.00,       ,    0.03,       ,       ,       ,       ,      ,      ,  25.6,  24.9, -10.3,  23.24,  23.11,     0.00,        ,        ,       ,    0.0,    0.00,        ,        ,        ,        ,  129.32,  118.51,  128.17,  117.64,  124.00,  112.60,  119.79,  109.80,        ,        ,        ,   0,  GPS,  249.0, 108.40, 108.40, 119.625, 121.500,       ,       ,       ,      ,       ,       ,    3.1,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-08-25, 14:27:30,  +00:00,       ,             ,             ,  1466.0, 30.00,        ,  31.5,   0.00,       ,    0.00,       ,       ,       ,       ,      ,      ,  25.6,  24.9, -10.3,  23.24,  23.11,         ,        ,        ,       ,       ,    0.00,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,   0,  GPS,  249.0, 108.40, 108.40, 119.625, 121.500,       ,       ,       ,      ,       ,       ,    3.1,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-08-25, 14:27:31,  +00:00,       ,             ,             ,  1466.0, 30.00,        ,  31.5,   0.00,       ,    0.00,       ,       ,       ,       ,      ,      ,      ,      ,      ,  23.24,  23.11,         ,        ,        ,       ,       ,    0.00,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,   0,  GPS,  249.0, 108.40, 108.40, 119.625, 121.500,       ,       ,       ,      ,       ,       ,    3.1,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-08-25, 14:27:32,  +00:00,       ,             ,             ,  1466.0, 30.00,        ,  31.5,   0.00,       ,    0.00,       ,       ,       ,       ,      ,      ,      ,      ,      ,  23.24,  23.11,         ,        ,        ,       ,       ,    0.00,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,   0,  GPS,  249.0, 108.40, 108.40, 119.625, 121.500,       ,       ,       ,      ,       ,       ,    3.1,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-08-25, 14:27:33,  +00:00,       ,             ,             ,  1466.0, 30.00,        ,  31.5,   0.00,       ,    2.35,       ,       ,       ,       ,      ,      ,  25.6,  24.9, -10.3,       ,       ,     0.00,  134.34,   -0.06,  28.70,    0.0,    0.00,  138.51,  127.78,  134.08,  124.55,  129.32,  118.51,  128.20,  117.66,  124.00,  112.63,  119.79,  109.84,  126.29,  128.57,        ,   0,  GPS,  249.0, 108.40, 108.40, 119.625, 121.500,       ,       ,       ,      ,       ,       ,    3.1,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-08-25, 14:27:34,  +00:00,       ,             ,             ,  1466.0, 30.00,        ,  31.5,   0.00,       ,    0.11,       ,       ,       ,       ,      ,      ,  25.6,  24.9, -10.3,  23.28,  23.10,     0.00,  134.35,   -0.06,  28.70,    0.0,    0.00,  138.51,  127.80,  134.10,  124.54,  129.32,  118.50,  128.17,  117.66,  123.96,  112.60,  119.75,  109.80,  126.20,  128.60,        ,   0,  GPS,  249.0, 108.40, 108.40, 119.625, 121.500,       ,       ,       ,      ,       ,       ,    3.1,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-08-25, 14:27:35,  +00:00,       ,             ,             ,  1466.0, 30.00,        ,  31.5,   0.00,       ,    0.00,       ,       ,       ,       ,      ,      ,  25.6,  24.9, -10.3,  23.29,  23.11,     0.00,  134.35,   -0.07,  28.70,    0.0,    0.00,  138.49,  127.80,  134.08,  124.55,  129.30,  118.51,  128.13,  117.64,  123.96,  112.60,  119.75,  109.80,  126.20,  128.60,        ,   0,  GPS,  249.0, 108.40, 108.40, 119.625, 121.500,       ,       ,       ,      ,       ,       ,    3.1,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-08-25, 14:27:36,  +00:00,       ,             ,             ,  1466.0, 30.00,        ,  31.5,   0.00,       ,    0.00,       ,       ,       ,       ,      ,      ,  25.6,  24.9, -10.3,  23.30,  23.12,     0.00,  134.35,   -0.07,  28.70,    0.0,    0.00,  138.51,  127.80,  134.08,  124.54,  129.30,  118.51,  128.17,  117.66,  123.97,  112.64,  119.78,  109.84,  126.23,  128.64,        ,   0,  GPS,  249.0, 108.40, 108.40, 119.625, 121.500,       ,       ,       ,      ,       ,       ,    3.1,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-08-25, 14:27:37,  +00:00,       ,             ,             ,  1466.0, 30.00,        ,  31.5,   0.00,       ,    0.00,       ,       ,       ,       ,      ,      ,  25.6,  24.9, -10.3,  23.32,  23.12,     0.00,  134.36,   -0.08,  28.71,    0.0,    0.00,  138.51,  127.80,  134.06,  124.54,  129.31,  118.49,  128.19,  117.69,  123.94,  112.66,  119.76,  109.84,  126.26,  128.65,        ,   0,  GPS,  249.0, 108.40, 108.40, 119.625, 121.500,       ,       ,       ,      ,       ,       ,    3.1,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-08-25, 14:27:38,  +00:00,       ,             ,             ,  1466.0, 30.00,        ,  31.5,   0.00,       ,    0.00,       ,       ,       ,       ,      ,      ,  25.6,  24.9, -10.4,  23.33,  23.12,     0.00,  134.35,   -0.08,  28.71,    0.0,    0.00,  138.51,  127.80,  134.10,  124.52,  129.29,  118.51,  128.16,  117.66,  123.99,  112.63,  119.78,  109.84,  126.23,  128.61,        ,   0,  GPS,  249.0, 108.40, 108.40, 119.625, 121.500,       ,       ,       ,      ,       ,       ,    3.1,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-08-25, 14:27:39,  +00:00,       ,             ,             ,  1466.0, 30.00,        ,  31.5,   0.00,       ,    0.00,       ,       ,       ,       ,      ,      ,  25.6,  24.9, -10.3,  23.35,  23.12,     0.00,  134.35,   -0.08,  28.71,    0.0,    0.00,  138.51,  127.80,  134.08,  124.55,  129.29,  118.51,  128.13,  117.62,  123.95,  112.60,  119.75,  109.80,  126.23,  128.58,        ,   0,  GPS,  249.0, 108.40, 108.40, 119.625, 121.500,       ,       ,       ,      ,       ,       ,    3.1,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-08-25, 14:27:40,  +00:00,       ,             ,             ,  1466.0, 30.00,        ,  31.5,   0.00,       ,    0.00,       ,       ,       ,       ,      ,      ,  25.6,  24.9, -10.3,  23.36,  23.13,     0.00,  134.36,   -0.08,  28.71,    0.0,    0.00,  138.49,  127.80,  134.06,  124.54,  129.29,  118.51,  128.13,  117.66,  123.94,  112.63,  119.75,  109.84,  126.22,  128.63,        ,   0,  GPS,  249.0, 108.40, 108.40, 119.625, 121.500,       ,       ,       ,      ,       ,       ,    3.1,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-08-25, 14:27:41,  +00:00,       ,             ,             ,  1466.0, 30.00,        ,  31.5,   0.00,       ,    0.00,       ,       ,       ,       ,      ,      ,  25.5,  24.9, -10.5,  23.37,  23.14,     0.00,  134.37,   -0.09,  28.70,    0.0,    0.00,  138.48,  127.80,  134.08,  124.54,  129.29,  118.51,  128.12,  117.65,  123.93,  112.61,  119.74,  109.80,  126.19,  128.57,        ,   0,  GPS,  249.0, 108.40, 108.40, 119.625, 121.500,       ,       ,       ,      ,       ,       ,    3.1,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-08-25, 14:27:42,  +00:00,       ,             ,             ,  1467.0, 30.00,        ,  31.5,   0.00,       ,    0.00,       ,       ,       ,       ,      ,      ,  25.5,  24.9, -10.6,  23.38,  23.15,     0.00,  134.37,   -0.09,  28.70,    0.0,    0.00,  138.48,  127.80,  134.06,  124.54,  129.29,  118.51,  128.13,  117.66,  123.96,  112.63,  119.76,  109.84,  126.19,  128.56,        ,   0,  GPS,  249.0, 108.40, 108.40, 119.625, 121.500,       ,       ,       ,      ,       ,       ,    3.1,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-08-25, 14:27:43,  +00:00,       ,             ,             ,  1467.0, 30.00,        ,  31.5,   0.00,       ,    0.00,       ,       ,       ,       ,      ,      ,  25.5,  24.8, -10.7,  23.39,  23.16,     0.00,  134.36,   -0.09,  28.70,    0.0,    0.00,  138.50,  127.80,  134.07,  124.54,  129.29,  118.51,  128.16,  117.69,  123.99,  112.70,  119.78,  109.87,  126.26,  128.59,        ,   0,  GPS,  249.0, 108.40, 108.40, 119.625, 121.500,       ,       ,       ,      ,       ,       ,    3.1,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-08-25, 14:27:44,  +00:00,       ,             ,             ,  1467.0, 30.00,        ,  31.5,   0.00,       ,    0.00,       ,       ,       ,       ,      ,      ,  25.5,  24.9, -10.7,  23.39,  23.16,     0.00,  134.36,   -0.08,  28.72,    0.0,    0.00,  138.48,  127.80,  134.08,  124.54,  129.27,  118.51,  128.09,  117.65,  123.95,  112.61,  119.72,  109.80,  126.18,  128.56,        ,   0,  GPS,  249.0, 108.40, 108.40, 119.625, 121.500,       ,       ,       ,      ,       ,       ,    3.1,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-08-25, 14:27:45,  +00:00,       ,             ,             ,  1467.0, 30.00,        ,  31.5,   0.00,       ,    0.00,       ,       ,       ,       ,      ,      ,  25.5,  24.9, -10.6,  23.40,  23.15,     0.00,  134.37,   -0.07,  28.71,    0.0,    0.00,  138.48,  127.80,  134.05,  124.55,  129.27,  118.51,  128.10,  117.66,  123.97,  112.67,  119.75,  109.84,  126.21,  128.64,        ,   0,  GPS,  249.0, 108.40, 108.40, 119.625, 121.500,       ,       ,       ,      ,       ,       ,    3.1,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-08-25, 14:27:46,  +00:00,       ,             ,             ,  1467.0, 30.00,        ,  31.5,   0.00,       ,    0.00,       ,       ,       ,       ,      ,      ,  25.5,  24.9, -10.6,  23.41,  23.16,     0.00,  134.34,   -0.07,  28.71,    0.0,    0.00,  138.43,  127.77,  134.05,  124.53,  129.23,  118.48,  128.06,  117.63,  123.93,  112.63,  119.72,  109.80,  126.15,  128.67,        ,   0,  GPS,  249.0, 108.40, 108.40, 119.625, 121.500,       ,       ,       ,      ,       ,       ,    3.1,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-08-25, 14:27:47,  +00:00,       ,             ,             ,  1467.0, 30.00,        ,  31.5,   0.00,       ,    0.00,       ,       ,       ,       ,      ,      ,  25.5,  24.9, -10.5,  23.42,  23.16,     0.00,  134.33,   -0.07,  28.72,    0.0,    0.00,  138.45,  127.79,  134.05,  124.51,  129.24,  118.48,  128.09,  117.66,  123.95,  112.67,  119.75,  109.84,  126.16,  128.70,        ,   0,  GPS,  249.0, 108.40, 108.40, 119.625, 121.500,       ,       ,       ,      ,       ,       ,    3.1,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-08-25, 14:27:48,  +00:00,       ,             ,             ,  1467.0, 30.00,        ,  31.5,   0.00,       ,    0.00,       ,       ,       ,       ,      ,      ,  25.5,  24.9, -10.5,  23.43,  23.17,     0.00,  134.33,   -0.07,  28.72,    0.0,    0.00,  138.45,  127.77,  134.03,  124.52,  129.22,  118.48,  128.09,  117.66,  123.93,  112.67,  119.72,  109.84,  126.15,  128.71,        ,   0,  GPS,  249.0, 108.40, 108.40, 119.625, 121.500,       ,       ,       ,      ,       ,       ,    3.1,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-08-25, 14:27:49,  +00:00,       ,             ,             ,  1467.0, 30.00,        ,  31.5,   0.00,       ,    0.00,       ,       ,       ,       ,      ,      ,  25.6,  24.9, -10.5,  23.43,  23.17,     0.00,  134.33,   -0.07,  28.72,    0.0,    0.00,  138.45,  127.77,  134.02,  124.52,  129.24,  118.49,  128.09,  117.66,  123.95,  112.70,  119.75,  109.84,  126.15,  128.74,        ,   0,  GPS,  249.0, 108.40, 108.40, 119.625, 121.500,       ,       ,       ,      ,       ,       ,    3.1,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-08-25, 14:27:50,  +00:00,       ,             ,             ,  1467.0, 30.00,        ,  31.5,   0.00,       ,    0.00,       ,       ,       ,       ,      ,      ,  25.5,  24.9, -10.5,  23.43,  23.19,     0.00,  134.36,   -0.08,  28.70,    0.0,    0.00,  138.46,  127.79,  134.05,  124.54,  129.26,  118.54,  128.09,  117.69,  123.93,  112.68,  119.71,  109.84,  126.12,  128.78,        ,   0,  GPS,  249.0, 108.40, 108.40, 119.625, 121.500,       ,       ,       ,      ,       ,       ,    3.1,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-08-25, 14:27:51,  +00:00,       ,             ,             ,  1467.0, 30.00,        ,  31.5,   0.00,       ,    0.00,       ,       ,       ,       ,      ,      ,  25.5,  24.9, -10.6,  23.44,  23.19,     0.00,  134.39,   -0.09,  28.70,    0.0,    0.00,  138.45,  127.80,  134.05,  124.55,  129.26,  118.51,  128.12,  117.69,  123.97,  112.70,  119.75,  109.87,  126.15,  128.81,        ,   0,  GPS,  249.0, 108.40, 108.40, 119.625, 121.500,       ,       ,       ,      ,       ,       ,    3.1,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-08-25, 14:27:52,  +00:00,       ,             ,             ,  1467.0, 30.00,        ,  31.5,   0.00,       ,    0.00,       ,       ,       ,       ,      ,      ,  25.5,  24.9, -10.7,  23.44,  23.19,     0.00,  134.36,   -0.09,  28.70,    0.0,    0.00,  138.43,  127.77,  134.02,  124.52,  129.21,  118.48,  128.06,  117.66,  123.93,  112.70,  119.72,  109.84,  126.10,  128.82,        ,   0,  GPS,  249.0, 108.40, 108.40, 119.625, 121.500,       ,       ,       ,      ,       ,       ,    3.1,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-08-25, 14:27:53,  +00:00,       ,             ,             ,  1467.0, 30.00,        ,  31.5,   0.00,       ,    0.00,       ,       ,       ,       ,      ,      ,  25.5,  24.8, -10.8,  23.45,  23.19,     0.00,  134.36,   -0.09,  28.70,    0.0,    0.00,  138.43,  127.77,  134.02,  124.51,  129.21,  118.48,  128.09,  117.66,  123.93,  112.70,  119.74,  109.84,  126.12,  128.86,        ,   0,  GPS,  249.0, 108.40, 108.40, 119.625, 121.500,       ,       ,       ,      ,       ,       ,    3.1,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-08-25, 14:27:54,  +00:00,       ,             ,             ,  1467.0, 30.00,        ,  31.5,   0.00,       ,    0.00,       ,       ,       ,       ,      ,      ,  25.5,  24.8, -10.9,  23.45,  23.19,     0.00,  134.35,   -0.08,  28.70,    0.0,    0.00,  138.43,  127.77,  134.00,  124.54,  129.21,  118.49,  128.15,  117.72,  123.99,  112.74,  119.75,  109.87,  126.12,  128.90,        ,   0,  GPS,  249.0, 108.40, 108.40, 119.625, 121.500,       ,       ,       ,      ,       ,       ,    3.1,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-08-25, 14:27:55,  +00:00,       ,             ,             ,  1467.0, 30.00,        ,  31.5,   0.00,       ,    0.00,       ,       ,       ,       ,      ,      ,  25.5,  24.8, -10.9,  23.46,  23.20,     0.00,  134.36,   -0.08,  28.70,    0.0,    0.00,  138.43,  127.77,  134.02,  124.55,  129.23,  118.48,  128.09,  117.69,  123.90,  112.70,  119.72,  109.84,  126.11,  128.89,        ,   0,  GPS,  249.0, 108.40, 108.40, 119.625, 121.500,       ,       ,       ,      ,       ,       ,    3.1,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-08-25, 14:27:56,  +00:00,       ,             ,             ,  1467.0, 30.00,        ,  31.5,   0.00,       ,    0.00,       ,       ,       ,       ,      ,      ,  25.5,  24.8, -11.0,  23.46,  23.20,     0.00,  134.35,   -0.09,  28.71,    0.0,    0.00,  138.42,  127.77,  134.00,  124.54,  129.21,  118.48,  128.06,  117.66,  123.93,  112.73,  119.71,  109.84,  126.06,  128.93,        ,   0,  GPS,  249.0, 108.40, 108.40, 119.625, 121.500,       ,       ,       ,      ,       ,       ,    3.1,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-08-25, 14:27:57,  +00:00,       ,             ,             ,  1467.0, 30.00,        ,  31.5,   0.00,       ,    0.00,       ,       ,       ,       ,      ,      ,  25.5,  24.8, -11.0,  23.46,  23.21,     0.00,  134.36,   -0.09,  28.71,    0.0,    0.00,  138.42,  127.77,  134.02,  124.52,  129.21,  118.48,  128.08,  117.66,  123.93,  112.73,  119.71,  109.84,  126.09,  128.94,        ,   0,  GPS,  249.0, 108.40, 108.40, 119.625, 121.500,       ,       ,       ,      ,       ,       ,    3.1,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-08-25, 14:27:58,  +00:00,       ,             ,             ,  1467.0, 30.00,        ,  31.5,   0.00,       ,    0.00,   1.00,   0.60,   0.00,  -0.03, 325.8,      ,  25.5,  24.8, -11.1,  23.46,  23.23,     0.00,  134.36,   -0.09,  28.71,    0.0,    0.00,  138.40,  127.76,  134.00,  124.52,  129.20,  118.48,  128.03,  117.63,  123.89,  112.67,  119.68,  109.80,  126.04,  128.93,        ,   0,  GPS,  249.0, 108.40, 108.40, 119.625, 121.500,       ,       ,       ,      ,       ,       ,    3.1,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-08-25, 14:27:59,  +00:00,       ,             ,             ,  1467.0, 30.00,        ,  31.5,   0.00,       ,    0.00,   0.90,   0.46,  -0.02,   0.01, 325.7,      ,  25.5,  24.8, -11.0,  23.42,  23.24,     0.00,  134.39,   -0.07,  28.71,    0.0,    0.00,  138.43,  127.78,  134.02,  124.54,  129.21,  118.51,  128.12,  117.69,  123.96,  112.74,  119.75,  109.87,  126.08,  129.00,        ,   0,  GPS,  249.0, 108.40, 108.40, 119.625, 121.500,       ,       ,       ,      ,       ,       ,    3.1,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-08-25, 14:28:00,  +00:00,       ,             ,             ,  1467.0, 30.00,        ,  31.5,   0.00,       ,    0.00,   0.64,   0.40,  -0.02,   0.01, 325.7,      ,  25.5,  24.8, -10.9,  23.33,  23.24,     0.00,  134.39,   -0.06,  28.71,    0.0,    0.00,  138.43,  127.79,  134.04,  124.56,  129.21,  118.51,  128.06,  117.72,  123.95,  112.76,  119.75,  109.87,  126.08,  128.99,        ,   0,  GPS,  249.0, 108.40, 108.40, 119.625, 121.500,       ,       ,       ,      ,       ,       ,    3.1,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-08-25, 14:28:01,  +00:00,       ,             ,             ,  1468.0, 30.00,        ,  31.5,   0.00,       ,    0.00,   0.78,   0.44,  -0.01,  -0.00, 325.7,      ,  25.5,  24.9, -10.8,  23.24,  23.28,     0.00,  134.38,   -0.05,  28.71,    0.0,    0.00,  138.43,  127.80,  134.00,  124.55,  129.21,  118.53,  128.05,  117.69,  123.92,  112.71,  119.70,  109.84,  126.01,  128.96,        ,   0,  GPS,  249.0, 108.40, 108.40, 119.625, 121.500,       ,       ,       ,      ,       ,       ,    3.1,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-08-25, 14:28:02,  +00:00,       ,             ,             ,  1468.0, 30.00,        ,  31.5,   0.00,       ,    0.00,   0.74,   0.45,  -0.01,   0.00, 325.7,      ,  25.5,  24.9, -10.7,  23.17,  23.26,     0.00,  134.39,   -0.05,  28.72,    0.0,    0.00,  138.40,  127.77,  134.04,  124.55,  129.21,  118.51,  128.09,  117.69,  123.89,  112.75,  119.75,  109.87,  126.03,  129.03,        ,   0,  GPS,  249.0, 108.40, 108.40, 119.625, 121.500,       ,       ,       ,      ,       ,       ,    3.1,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-08-25, 14:28:03,  +00:00,       ,             ,             ,  1468.0, 30.00,        ,  31.5,   0.00,       ,    0.00,   0.81,   0.46,  -0.01,   0.00, 325.7,      ,  25.5,  24.9, -10.7,  23.11,  23.21,     0.00,  134.39,   -0.04,  28.72,    0.0,    0.00,  138.43,  127.79,  134.02,  124.54,  129.21,  118.51,  128.08,  117.72,  123.92,  112.75,  119.74,  109.87,  126.00,  129.00,        ,   0,  GPS,  249.0, 108.40, 108.40, 119.625, 121.500,       ,       ,       ,      ,       ,       ,    3.1,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-08-25, 14:28:04,  +00:00,       ,             ,             ,  1467.0, 30.00,        ,  31.5,   0.00,       ,    0.00,   0.79,   0.47,  -0.01,   0.00, 325.7,      ,  25.5,  24.9, -10.6,  23.08,  23.18,     0.00,  134.38,   -0.04,  28.72,    0.0,    0.00,  138.42,  127.78,  134.02,  124.54,  129.18,  118.51,  128.03,  117.67,  123.92,  112.70,  119.69,  109.84,  125.93,  128.99,        ,   0,  GPS,  249.0, 108.40, 108.40, 119.625, 121.500,       ,       ,       ,      ,       ,       ,    3.1,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-08-25, 14:28:05,  +00:00,       ,             ,             ,  1468.0, 30.00,        ,  31.5,   0.00,       ,    0.00,   0.79,   0.47,  -0.01,   0.00, 325.7,      ,  25.5,  24.9, -10.5,  23.04,  23.16,     0.00,  134.39,   -0.05,  28.71,    0.0,    0.00,  138.42,  127.79,  134.00,  124.56,  129.18,  118.51,  128.08,  117.73,  123.93,  112.77,  119.74,  109.87,  125.97,  129.00,        ,   0,  GPS,  249.0, 108.40, 108.40, 119.625, 121.500,       ,       ,       ,      ,       ,       ,    3.1,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-08-25, 14:28:06,  +00:00,       ,             ,             ,  1468.0, 30.00,        ,  31.5,   0.00,       ,    0.00,   0.79,   0.47,  -0.01,   0.00, 325.7,      ,  25.6,  24.9, -10.5,  23.00,  23.15,     0.00,  134.37,   -0.05,  28.71,    0.0,    0.00,  138.40,  127.79,  134.02,  124.56,  129.19,  118.53,  128.02,  117.70,  123.91,  112.73,  119.71,  109.84,  125.90,  128.93,        ,   0,  GPS,  249.0, 108.40, 108.40, 119.625, 121.500,       ,       ,       ,      ,       ,       ,    3.1,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-08-25, 14:28:07,  +00:00,       ,             ,             ,  1468.0, 30.00,        ,  31.5,   0.00,       ,    0.00,   0.77,   0.47,  -0.01,   0.00, 325.7,      ,  25.5,  24.9, -10.5,  22.96,  23.15,     0.00,  134.39,   -0.06,  28.70,    0.0,    0.00,  138.42,  127.77,  134.00,  124.57,  129.18,  118.51,  128.02,  117.70,  123.88,  112.74,  119.71,  109.84,  125.89,  128.93,        ,   0,  GPS,  249.0, 108.40, 108.40, 119.625, 121.500,       ,       ,       ,      ,       ,       ,    3.1,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-08-25, 14:28:08,  +00:00,       ,             ,             ,  1468.0, 30.00,        ,  31.5,   0.00,       ,    0.00,   0.79,   0.47,  -0.01,  -0.01, 325.7,      ,  25.5,  24.9, -10.6,  22.91,  23.17,     0.00,  134.40,   -0.07,  28.70,    0.0,    0.00,  138.40,  127.77,  134.01,  124.54,  129.18,  118.51,  128.02,  117.72,  123.95,  112.78,  119.74,  109.87,  125.90,  128.93,        ,   0,  GPS,  249.0, 108.40, 108.40, 119.625, 121.500,       ,       ,       ,      ,       ,       ,    3.1,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-08-25, 14:28:09,  +00:00,       ,             ,             ,  1468.0, 30.00,        ,  31.5,   0.00,       ,    0.00,   0.79,   0.47,  -0.01,   0.00, 325.7,      ,  25.5,  24.9, -10.6,  22.90,  23.18,     0.00,  134.39,   -0.07,  28.70,    0.0,    0.00,  138.40,  127.77,  133.99,  124.55,  129.17,  118.51,  128.05,  117.70,  123.92,  112.77,  119.74,  109.87,  125.88,  128.86,        ,   0,  GPS,  249.0, 108.40, 108.40, 119.625, 121.500,       ,       ,       ,      ,       ,       ,    3.1,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
